n_receipts,n_anomalies,percent
7,1,0.14285714285714285
23,7,0.30434782608695654
3,3,1.0
19,0,0.0
15,6,0.4
12,4,0.3333333333333333
1,0,0.0
15,4,0.26666666666666666
67,0,0.0
3,0,0.0
37,1,0.02702702702702703
19,8,0.42105263157894735
24,0,0.0
3,2,0.6666666666666666
17,0,0.0
13,0,0.0
6,5,0.8333333333333334
18,5,0.2777777777777778
196,4,0.02040816326530612
14,0,0.0
7,0,0.0
5,0,0.0
20,0,0.0
20,3,0.15
4,0,0.0
2,1,0.5
1,0,0.0
13,7,0.5384615384615384
13,0,0.0
4,0,0.0
1,0,0.0
2,0,0.0
139,62,0.4460431654676259
2,0,0.0
7,0,0.0
38,2,0.05263157894736842
150,89,0.5933333333333334
1,0,0.0
10,10,1.0
17,7,0.4117647058823529
230,2,0.008695652173913044
26,9,0.34615384615384615
3,0,0.0
1,0,0.0
8,3,0.375
6,0,0.0
1,0,0.0
44,9,0.20454545454545456
2,0,0.0
6,0,0.0
7,4,0.5714285714285714
9,0,0.0
14,11,0.7857142857142857
5,0,0.0
1,1,1.0
16,0,0.0
8,0,0.0
5,0,0.0
59,0,0.0
8,0,0.0
6,0,0.0
13,1,0.07692307692307693
13,0,0.0
29,1,0.034482758620689655
107,0,0.0
8,7,0.875
6,1,0.16666666666666666
1,0,0.0
19,5,0.2631578947368421
2,2,1.0
17,0,0.0
93,0,0.0
1,0,0.0
5,0,0.0
3,1,0.3333333333333333
31,21,0.6774193548387096
1,0,0.0
21,0,0.0
6,0,0.0
6,0,0.0
3,2,0.6666666666666666
37,0,0.0
19,0,0.0
18,0,0.0
4,1,0.25
32,0,0.0
13,0,0.0
6,4,0.6666666666666666
90,0,0.0
6,0,0.0
12,1,0.08333333333333333
15,0,0.0
22,8,0.36363636363636365
12,0,0.0
27,0,0.0
8,7,0.875
12,0,0.0
25,8,0.32
26,0,0.0
12,2,0.16666666666666666
21,0,0.0
7,0,0.0
4,0,0.0
18,0,0.0
9,2,0.2222222222222222
2,0,0.0
4,0,0.0
3,1,0.3333333333333333
41,8,0.1951219512195122
26,0,0.0
12,8,0.6666666666666666
19,0,0.0
1,0,0.0
3,1,0.3333333333333333
171,6,0.03508771929824561
11,5,0.45454545454545453
15,0,0.0
31,7,0.22580645161290322
2,0,0.0
18,18,1.0
1,1,1.0
21,2,0.09523809523809523
15,0,0.0
16,1,0.0625
5,0,0.0
5,2,0.4
7,3,0.42857142857142855
7,6,0.8571428571428571
19,0,0.0
4,0,0.0
31,0,0.0
22,0,0.0
20,0,0.0
17,0,0.0
18,0,0.0
10,10,1.0
5,0,0.0
19,0,0.0
1,0,0.0
42,0,0.0
20,10,0.5
45,3,0.06666666666666667
3,0,0.0
7,0,0.0
20,7,0.35
11,0,0.0
3,0,0.0
14,0,0.0
18,8,0.4444444444444444
1,0,0.0
12,0,0.0
2,0,0.0
17,0,0.0
1,0,0.0
17,0,0.0
24,0,0.0
23,15,0.6521739130434783
3,2,0.6666666666666666
36,1,0.027777777777777776
12,1,0.08333333333333333
21,1,0.047619047619047616
1,0,0.0
7,0,0.0
194,28,0.14432989690721648
4,0,0.0
16,0,0.0
4,0,0.0
1,0,0.0
23,0,0.0
35,0,0.0
36,7,0.19444444444444445
13,6,0.46153846153846156
8,2,0.25
3,0,0.0
23,1,0.043478260869565216
9,0,0.0
14,0,0.0
211,7,0.03317535545023697
3,0,0.0
31,1,0.03225806451612903
4,0,0.0
1,0,0.0
19,13,0.6842105263157895
2,0,0.0
3,2,0.6666666666666666
1,0,0.0
23,0,0.0
26,5,0.19230769230769232
32,0,0.0
9,9,1.0
14,0,0.0
10,0,0.0
18,1,0.05555555555555555
15,0,0.0
8,3,0.375
1,1,1.0
33,0,0.0
2,0,0.0
7,1,0.14285714285714285
2,0,0.0
25,0,0.0
1,0,0.0
11,0,0.0
3,1,0.3333333333333333
25,21,0.84
20,0,0.0
9,0,0.0
13,7,0.5384615384615384
5,2,0.4
11,0,0.0
18,0,0.0
1,0,0.0
1,0,0.0
2,1,0.5
3,0,0.0
5,0,0.0
13,3,0.23076923076923078
10,0,0.0
3,0,0.0
10,1,0.1
91,9,0.0989010989010989
55,0,0.0
25,12,0.48
4,1,0.25
18,4,0.2222222222222222
5,0,0.0
10,0,0.0
9,0,0.0
20,15,0.75
9,2,0.2222222222222222
13,2,0.15384615384615385
1,0,0.0
5,0,0.0
7,3,0.42857142857142855
6,0,0.0
22,2,0.09090909090909091
3,0,0.0
2,0,0.0
3,1,0.3333333333333333
10,0,0.0
34,0,0.0
1,0,0.0
1,1,1.0
2,0,0.0
7,0,0.0
25,0,0.0
14,0,0.0
26,13,0.5
12,1,0.08333333333333333
19,0,0.0
13,5,0.38461538461538464
1,1,1.0
22,22,1.0
3,3,1.0
28,12,0.42857142857142855
13,8,0.6153846153846154
11,0,0.0
15,11,0.7333333333333333
1,0,0.0
6,0,0.0
5,0,0.0
37,3,0.08108108108108109
9,3,0.3333333333333333
37,0,0.0
2,0,0.0
18,0,0.0
1,1,1.0
11,0,0.0
12,0,0.0
1,0,0.0
4,1,0.25
30,15,0.5
1,0,0.0
241,8,0.03319502074688797
24,1,0.041666666666666664
13,0,0.0
20,9,0.45
12,3,0.25
3,3,1.0
12,6,0.5
17,0,0.0
6,3,0.5
4,0,0.0
6,2,0.3333333333333333
1,0,0.0
5,0,0.0
1,0,0.0
1,1,1.0
8,2,0.25
1,0,0.0
1,1,1.0
2,0,0.0
4,3,0.75
2,0,0.0
5,0,0.0
20,4,0.2
20,1,0.05
1,0,0.0
18,2,0.1111111111111111
12,0,0.0
4,0,0.0
9,0,0.0
9,0,0.0
5,0,0.0
6,1,0.16666666666666666
2,1,0.5
18,0,0.0
70,9,0.12857142857142856
2,0,0.0
16,2,0.125
16,2,0.125
4,0,0.0
5,1,0.2
11,6,0.5454545454545454
13,7,0.5384615384615384
14,0,0.0
4,0,0.0
10,0,0.0
1,1,1.0
10,9,0.9
28,0,0.0
5,4,0.8
12,2,0.16666666666666666
17,9,0.5294117647058824
6,5,0.8333333333333334
6,0,0.0
1,1,1.0
17,3,0.17647058823529413
14,1,0.07142857142857142
2,1,0.5
3,0,0.0
17,3,0.17647058823529413
17,2,0.11764705882352941
3,0,0.0
29,5,0.1724137931034483
1,1,1.0
19,0,0.0
24,0,0.0
13,0,0.0
7,0,0.0
26,5,0.19230769230769232
7,3,0.42857142857142855
1,0,0.0
16,0,0.0
26,5,0.19230769230769232
24,0,0.0
3,0,0.0
4,1,0.25
5,0,0.0
21,6,0.2857142857142857
1,0,0.0
4,1,0.25
9,0,0.0
1,0,0.0
2,1,0.5
2,1,0.5
44,7,0.1590909090909091
2,0,0.0
1,0,0.0
15,5,0.3333333333333333
10,0,0.0
7,0,0.0
11,0,0.0
17,0,0.0
2,0,0.0
12,1,0.08333333333333333
10,0,0.0
2,0,0.0
8,0,0.0
1,0,0.0
1,0,0.0
27,22,0.8148148148148148
14,0,0.0
10,0,0.0
5,3,0.6
2,1,0.5
36,33,0.9166666666666666
1,1,1.0
18,0,0.0
20,2,0.1
17,1,0.058823529411764705
23,6,0.2608695652173913
31,0,0.0
12,0,0.0
37,17,0.4594594594594595
12,0,0.0
7,0,0.0
3,1,0.3333333333333333
4,0,0.0
3,1,0.3333333333333333
1,0,0.0
9,8,0.8888888888888888
5,4,0.8
5,4,0.8
11,1,0.09090909090909091
8,8,1.0
27,0,0.0
10,0,0.0
15,1,0.06666666666666667
21,1,0.047619047619047616
19,2,0.10526315789473684
17,0,0.0
6,4,0.6666666666666666
5,0,0.0
25,0,0.0
19,0,0.0
1,0,0.0
1,0,0.0
82,49,0.5975609756097561
14,4,0.2857142857142857
2,0,0.0
20,0,0.0
14,4,0.2857142857142857
1,0,0.0
4,0,0.0
1,0,0.0
5,0,0.0
4,0,0.0
20,1,0.05
3,0,0.0
2,1,0.5
36,17,0.4722222222222222
2,0,0.0
4,0,0.0
20,0,0.0
15,11,0.7333333333333333
20,0,0.0
15,1,0.06666666666666667
18,0,0.0
9,6,0.6666666666666666
7,0,0.0
1,0,0.0
26,4,0.15384615384615385
7,7,1.0
14,1,0.07142857142857142
292,0,0.0
16,0,0.0
1,0,0.0
26,0,0.0
3,0,0.0
7,0,0.0
19,0,0.0
10,0,0.0
3,0,0.0
3,0,0.0
19,0,0.0
15,0,0.0
23,0,0.0
29,5,0.1724137931034483
11,0,0.0
1,0,0.0
9,0,0.0
349,347,0.994269340974212
12,0,0.0
3,0,0.0
20,0,0.0
8,0,0.0
31,0,0.0
15,0,0.0
3,1,0.3333333333333333
3,0,0.0
10,0,0.0
2,0,0.0
22,0,0.0
10,1,0.1
42,35,0.8333333333333334
2,0,0.0
5,0,0.0
5,0,0.0
21,11,0.5238095238095238
7,4,0.5714285714285714
4,2,0.5
23,7,0.30434782608695654
8,1,0.125
44,0,0.0
3,1,0.3333333333333333
13,0,0.0
12,0,0.0
3,0,0.0
17,0,0.0
19,0,0.0
28,0,0.0
15,1,0.06666666666666667
1,0,0.0
2,0,0.0
16,0,0.0
18,0,0.0
79,0,0.0
1,0,0.0
1,1,1.0
5,0,0.0
12,0,0.0
6,4,0.6666666666666666
24,0,0.0
4,1,0.25
29,2,0.06896551724137931
18,6,0.3333333333333333
13,0,0.0
1,0,0.0
13,0,0.0
55,9,0.16363636363636364
18,0,0.0
2,0,0.0
35,4,0.11428571428571428
1,0,0.0
10,0,0.0
143,138,0.965034965034965
1,0,0.0
5,1,0.2
15,0,0.0
35,0,0.0
26,0,0.0
25,1,0.04
23,0,0.0
1,0,0.0
27,19,0.7037037037037037
1,0,0.0
4,0,0.0
11,11,1.0
21,0,0.0
3,0,0.0
15,11,0.7333333333333333
12,6,0.5
14,0,0.0
31,3,0.0967741935483871
12,3,0.25
1,0,0.0
10,7,0.7
16,0,0.0
11,1,0.09090909090909091
18,6,0.3333333333333333
27,2,0.07407407407407407
4,0,0.0
19,1,0.05263157894736842
10,0,0.0
1,0,0.0
2,0,0.0
13,13,1.0
9,0,0.0
24,0,0.0
3,0,0.0
13,9,0.6923076923076923
13,0,0.0
1,0,0.0
1,0,0.0
2,0,0.0
31,0,0.0
15,0,0.0
1,0,0.0
3,0,0.0
14,0,0.0
22,2,0.09090909090909091
2,0,0.0
2,0,0.0
11,0,0.0
39,2,0.05128205128205128
16,0,0.0
8,1,0.125
5,0,0.0
6,0,0.0
8,0,0.0
17,0,0.0
6,0,0.0
12,3,0.25
30,4,0.13333333333333333
14,1,0.07142857142857142
24,0,0.0
27,0,0.0
1,0,0.0
10,0,0.0
1,0,0.0
10,1,0.1
5,0,0.0
12,0,0.0
3,0,0.0
3,0,0.0
12,0,0.0
105,93,0.8857142857142857
1,0,0.0
16,1,0.0625
12,0,0.0
6,1,0.16666666666666666
4,0,0.0
12,0,0.0
43,1,0.023255813953488372
2,2,1.0
2,1,0.5
29,0,0.0
16,1,0.0625
1,0,0.0
14,1,0.07142857142857142
13,3,0.23076923076923078
35,3,0.08571428571428572
22,0,0.0
26,0,0.0
17,2,0.11764705882352941
3,3,1.0
12,0,0.0
2,0,0.0
12,1,0.08333333333333333
1,0,0.0
8,5,0.625
6,0,0.0
15,2,0.13333333333333333
25,10,0.4
32,23,0.71875
1,1,1.0
2,1,0.5
3,0,0.0
14,0,0.0
16,2,0.125
11,0,0.0
4,0,0.0
16,1,0.0625
31,4,0.12903225806451613
10,0,0.0
21,0,0.0
18,0,0.0
5,4,0.8
2,0,0.0
2,2,1.0
26,8,0.3076923076923077
11,0,0.0
2,0,0.0
21,0,0.0
1,0,0.0
25,0,0.0
2,1,0.5
3,0,0.0
15,8,0.5333333333333333
5,0,0.0
10,1,0.1
1,0,0.0
14,1,0.07142857142857142
1,0,0.0
13,0,0.0
6,0,0.0
25,3,0.12
1,0,0.0
1,0,0.0
16,0,0.0
1,0,0.0
19,0,0.0
2,0,0.0
2,0,0.0
33,32,0.9696969696969697
8,3,0.375
3,0,0.0
7,0,0.0
17,1,0.058823529411764705
5,3,0.6
5,0,0.0
34,32,0.9411764705882353
22,0,0.0
1,1,1.0
1,0,0.0
2,0,0.0
5,2,0.4
1,0,0.0
4,0,0.0
1,0,0.0
2,0,0.0
7,0,0.0
13,1,0.07692307692307693
6,2,0.3333333333333333
2,0,0.0
14,12,0.8571428571428571
1,0,0.0
43,0,0.0
17,0,0.0
10,10,1.0
20,0,0.0
5,0,0.0
6,0,0.0
2,0,0.0
3,0,0.0
2,0,0.0
43,11,0.2558139534883721
32,11,0.34375
2,0,0.0
32,22,0.6875
8,0,0.0
24,0,0.0
2,0,0.0
10,1,0.1
27,2,0.07407407407407407
24,2,0.08333333333333333
22,0,0.0
9,0,0.0
9,4,0.4444444444444444
8,0,0.0
25,4,0.16
74,1,0.013513513513513514
1,0,0.0
5,0,0.0
3,0,0.0
43,8,0.18604651162790697
8,0,0.0
25,9,0.36
1,0,0.0
12,1,0.08333333333333333
9,6,0.6666666666666666
184,37,0.20108695652173914
3,0,0.0
2,1,0.5
10,0,0.0
2,0,0.0
1,0,0.0
10,1,0.1
35,0,0.0
16,8,0.5
22,0,0.0
9,0,0.0
3,1,0.3333333333333333
19,3,0.15789473684210525
45,1,0.022222222222222223
9,0,0.0
38,1,0.02631578947368421
25,2,0.08
20,0,0.0
34,18,0.5294117647058824
7,0,0.0
4,3,0.75
19,0,0.0
63,59,0.9365079365079365
19,4,0.21052631578947367
4,0,0.0
19,0,0.0
173,0,0.0
1,0,0.0
3,0,0.0
43,0,0.0
1,0,0.0
10,0,0.0
4,0,0.0
5,0,0.0
32,0,0.0
18,0,0.0
21,6,0.2857142857142857
10,0,0.0
5,0,0.0
22,4,0.18181818181818182
1,0,0.0
31,2,0.06451612903225806
11,0,0.0
21,0,0.0
11,0,0.0
5,0,0.0
4,0,0.0
4,0,0.0
4,0,0.0
26,1,0.038461538461538464
1,0,0.0
24,3,0.125
13,0,0.0
17,0,0.0
29,27,0.9310344827586207
7,7,1.0
9,1,0.1111111111111111
9,0,0.0
3,0,0.0
24,14,0.5833333333333334
10,0,0.0
5,0,0.0
12,0,0.0
9,0,0.0
17,3,0.17647058823529413
11,0,0.0
119,89,0.7478991596638656
7,0,0.0
6,0,0.0
6,0,0.0
1,0,0.0
4,0,0.0
16,0,0.0
12,0,0.0
1,0,0.0
5,0,0.0
4,0,0.0
27,1,0.037037037037037035
1,1,1.0
14,0,0.0
3,0,0.0
26,17,0.6538461538461539
3,0,0.0
10,8,0.8
9,9,1.0
1,0,0.0
15,5,0.3333333333333333
4,0,0.0
115,63,0.5478260869565217
6,0,0.0
3,0,0.0
1,0,0.0
22,1,0.045454545454545456
8,0,0.0
56,8,0.14285714285714285
1,0,0.0
4,1,0.25
14,0,0.0
2,0,0.0
17,0,0.0
9,0,0.0
1,0,0.0
3,1,0.3333333333333333
2,2,1.0
13,5,0.38461538461538464
3,0,0.0
23,16,0.6956521739130435
18,0,0.0
8,0,0.0
26,0,0.0
20,17,0.85
122,0,0.0
1,0,0.0
16,11,0.6875
17,0,0.0
1,0,0.0
3,0,0.0
2,0,0.0
9,0,0.0
5,2,0.4
5,1,0.2
31,0,0.0
44,3,0.06818181818181818
3,1,0.3333333333333333
2,0,0.0
25,4,0.16
13,0,0.0
14,2,0.14285714285714285
25,3,0.12
3,0,0.0
11,0,0.0
11,7,0.6363636363636364
15,5,0.3333333333333333
36,0,0.0
7,0,0.0
5,0,0.0
7,0,0.0
2,0,0.0
5,0,0.0
1,1,1.0
28,25,0.8928571428571429
27,0,0.0
23,12,0.5217391304347826
11,11,1.0
15,8,0.5333333333333333
32,4,0.125
1,0,0.0
1,0,0.0
16,0,0.0
3,0,0.0
8,1,0.125
10,0,0.0
21,0,0.0
26,14,0.5384615384615384
23,0,0.0
7,2,0.2857142857142857
14,0,0.0
23,0,0.0
4,4,1.0
5,4,0.8
5,0,0.0
2,0,0.0
4,3,0.75
1,0,0.0
1,0,0.0
13,10,0.7692307692307693
32,10,0.3125
22,0,0.0
6,0,0.0
67,0,0.0
4,0,0.0
28,12,0.42857142857142855
15,0,0.0
18,1,0.05555555555555555
24,0,0.0
10,0,0.0
153,2,0.013071895424836602
11,7,0.6363636363636364
1,0,0.0
4,0,0.0
21,0,0.0
7,3,0.42857142857142855
1,1,1.0
2,0,0.0
8,1,0.125
19,0,0.0
65,21,0.3230769230769231
31,0,0.0
15,0,0.0
9,7,0.7777777777777778
13,3,0.23076923076923078
8,1,0.125
12,0,0.0
10,0,0.0
3,0,0.0
2,1,0.5
6,1,0.16666666666666666
10,1,0.1
22,6,0.2727272727272727
2,1,0.5
1,1,1.0
1,0,0.0
3,0,0.0
21,0,0.0
12,2,0.16666666666666666
13,7,0.5384615384615384
10,0,0.0
20,0,0.0
28,0,0.0
3,0,0.0
18,0,0.0
5,1,0.2
22,0,0.0
8,1,0.125
26,0,0.0
2,0,0.0
3,0,0.0
37,0,0.0
12,0,0.0
4,0,0.0
20,7,0.35
13,0,0.0
6,0,0.0
6,2,0.3333333333333333
14,9,0.6428571428571429
18,0,0.0
21,3,0.14285714285714285
20,15,0.75
14,0,0.0
17,2,0.11764705882352941
2,2,1.0
3,0,0.0
3,0,0.0
13,1,0.07692307692307693
32,0,0.0
2,0,0.0
20,0,0.0
2,0,0.0
7,2,0.2857142857142857
2,0,0.0
14,6,0.42857142857142855
5,0,0.0
13,0,0.0
4,0,0.0
27,4,0.14814814814814814
116,0,0.0
5,0,0.0
26,23,0.8846153846153846
33,0,0.0
4,0,0.0
5,2,0.4
1,0,0.0
56,0,0.0
13,5,0.38461538461538464
6,1,0.16666666666666666
5,2,0.4
15,2,0.13333333333333333
24,21,0.875
24,1,0.041666666666666664
4,0,0.0
11,0,0.0
19,0,0.0
4,4,1.0
2,0,0.0
11,0,0.0
2,0,0.0
2,2,1.0
7,1,0.14285714285714285
23,14,0.6086956521739131
1,0,0.0
6,0,0.0
51,36,0.7058823529411765
12,0,0.0
1,0,0.0
6,0,0.0
29,0,0.0
2,0,0.0
9,0,0.0
25,6,0.24
11,0,0.0
1,1,1.0
15,2,0.13333333333333333
18,0,0.0
17,16,0.9411764705882353
4,1,0.25
9,9,1.0
16,0,0.0
27,3,0.1111111111111111
